"soilseriesiid","soilseriesname","soilseriesstatus","benchmarksoilflag","statsgoflag","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxminalogy","taxceactcl","taxreaction","taxtempcl","mlraoffice","areasymbol","areaname","areatypename","originyear","establishedyear","soiltaxclasslastupdated"
16211,"PACKERJOHN","Established",FALSE,FALSE,"SANDY, ISOTIC, FRIGID VITRANDIC HUMIXEREPTS","Inceptisols","Xerepts","Humixerepts","Vitrandic Humixerepts","sandy",NA,"isotic",NA,NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",2001,2005,2011
16212,"PACKHAM","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, FRIGID XERIC HAPLOCAMBIDS","Aridisols","Cambids","Haplocambids","Xeric Haplocambids","loamy-skeletal",NA,"mixed","superactive",NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",NA,1972,1999
16213,"PACKMO","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, FRIGID XERIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Xeric Haplocalcids","loamy-skeletal",NA,"mixed","superactive",NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",1986,1999,1999
16214,"PACKSADDLE","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, THERMIC TYPIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Typic Argiustolls","loamy-skeletal",NA,"mixed","superactive",NA,"thermic","temple, tx","TX","Texas","State or Territory",1990,1990,2006
16215,"PACKTRAIL","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE TYPIC HUMICRYEPTS","Inceptisols","Cryepts","Humicryepts","Typic Humicryepts","fine-loamy",NA,"mixed","superactive",NA,NA,"bozeman, mt","CO","Colorado","State or Territory",1982,1984,2008
16216,"PACKWOOD","Established",TRUE,TRUE,"LOAMY, MIXED, SUPERACTIVE, MESIC, SHALLOW XERIC ARGIDURIDS","Aridisols","Durids","Argidurids","Xeric Argidurids","loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","CA","California","State or Territory",NA,1974,2003
16217,"PACO","Established",FALSE,TRUE,"FINE, MIXED, SUPERACTIVE, MESIC TYPIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Typic Argiustolls","fine",NA,"mixed","superactive",NA,"mesic","davis, ca","NM","New Mexico","State or Territory",1980,1981,2003
16218,"PACOLET","Established",FALSE,TRUE,"FINE, KAOLINITIC, THERMIC TYPIC KANHAPLUDULTS","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","fine",NA,"kaolinitic",NA,NA,"thermic","auburn, al","SC","South Carolina","State or Territory",NA,1969,1997
16219,"PACON","Established",FALSE,FALSE,"LOAMY, MIXED, SUPERACTIVE, MESIC LITHIC USTIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Lithic Ustic Haplocalcids","loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","UT","Utah","State or Territory",2008,2011,2011
16220,"PACTOLA","Established",TRUE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, FRIGID GLOSSIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Glossic Hapludalfs","loamy-skeletal",NA,"mixed","superactive",NA,"frigid","salina, ks","SD","South Dakota","State or Territory",NA,1977,1999
16221,"PACTOLUS","Established",FALSE,TRUE,"THERMIC, COATED AQUIC QUARTZIPSAMMENTS","Entisols","Psamments","Quartzipsamments","Aquic Quartzipsamments",NA,NA,NA,NA,NA,"thermic","auburn, al","NC","North Carolina","State or Territory",NA,1969,1994
16222,"PADDOCK","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID AQUIC GLOSSUDALFS","Alfisols","Udalfs","Glossudalfs","Aquic Glossudalfs","coarse-loamy",NA,"mixed","superactive",NA,"frigid","salina, ks","MN","Minnesota","State or Territory",1976,1985,2013
16223,"PADDY","Established",FALSE,FALSE,"LOAMY, MIXED, SUPERACTIVE LITHIC HAPLOCRYOLLS","Mollisols","Cryolls","Haplocryolls","Lithic Haplocryolls","loamy",NA,"mixed","superactive",NA,NA,"bozeman, mt","MT","Montana","State or Territory",1995,1997,2005
16224,"PADDYKNOB","Established",FALSE,FALSE,"LOAMY-SKELETAL, SILICEOUS, SUPERACTIVE, FRIGID TYPIC DYSTRUDEPTS","Inceptisols","Udepts","Dystrudepts","Typic Dystrudepts","loamy-skeletal",NA,"siliceous","superactive",NA,"frigid","morgantown, wv","VA","Virginia","State or Territory",1994,1996,2004
16225,"PADEN","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SEMIACTIVE, THERMIC GLOSSIC FRAGIUDULTS","Ultisols","Udults","Fragiudults","Glossic Fragiudults","fine-silty",NA,"mixed","semiactive",NA,"thermic","auburn, al","TN","Tennessee","State or Territory",NA,1938,2001
16226,"PADGETT","Tentative",FALSE,FALSE,"FINE, MIXED, ACTIVE, THERMIC CHROMIC HAPLUSTERTS","Vertisols","Usterts","Haplusterts","Chromic Haplusterts","fine",NA,"mixed","active",NA,"thermic","temple, tx","TX","Texas","State or Territory",1995,NA,2002
16227,"PADIGAN","Established",FALSE,TRUE,"VERY-FINE, SMECTITIC, MESIC XERIC ENDOAQUERTS","Vertisols","Aquerts","Endoaquerts","Xeric Endoaquerts","very-fine",NA,"smectitic",NA,NA,"mesic","davis, ca","OR","Oregon","State or Territory",1988,1989,1997
16228,"PADILLA","Established",FALSE,FALSE,"FINE, MIXED, SUPERACTIVE, MESIC USTIC HAPLARGIDS","Aridisols","Argids","Haplargids","Ustic Haplargids","fine",NA,"mixed","superactive",NA,"mesic","davis, ca","AZ","Arizona","State or Territory",1976,1992,2000
16229,"PADINA","Established",TRUE,TRUE,"LOAMY, SILICEOUS, ACTIVE, THERMIC GROSSARENIC PALEUSTALFS","Alfisols","Ustalfs","Paleustalfs","Grossarenic Paleustalfs","loamy",NA,"siliceous","active",NA,"thermic","temple, tx","TX","Texas","State or Territory",NA,1976,2006
16230,"PADLOCK","Established",FALSE,FALSE,"FINE, MIXED, ACTIVE, THERMIC AQUIC PALEUDULTS","Ultisols","Udults","Paleudults","Aquic Paleudults","fine",NA,"mixed","active",NA,"thermic","auburn, al","FL","Florida","State or Territory",2003,2004,2005
16231,"PADONIA","Established",FALSE,FALSE,"FINE, MIXED, SUPERACTIVE, MESIC TYPIC ARGIUDOLLS","Mollisols","Udolls","Argiudolls","Typic Argiudolls","fine",NA,"mixed","superactive",NA,"mesic","salina, ks","KS","Kansas","State or Territory",1991,1993,2000
24991,"PADOVA","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC MOLLIC HAPLOXERALFS","Alfisols","Xeralfs","Haploxeralfs","Mollic Haploxeralfs","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",2011,2016,2016
16232,"PADRE","Established",FALSE,FALSE,"HYPERTHERMIC, UNCOATED AQUIC QUARTZIPSAMMENTS","Entisols","Psamments","Quartzipsamments","Aquic Quartzipsamments",NA,NA,NA,NA,NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",2002,2007,2007
16233,"PADRES","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, THERMIC TYPIC CALCIXEREPTS","Inceptisols","Xerepts","Calcixerepts","Typic Calcixerepts","coarse-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",1982,2003,2003
16234,"PADRONES","Established",FALSE,TRUE,"LOAMY, MIXED, ACTIVE, HYPERTHERMIC ARENIC NATRUSTALFS","Alfisols","Ustalfs","Natrustalfs","Arenic Natrustalfs","loamy",NA,"mixed","active",NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",NA,1987,2005
16235,"PADUCAH","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, THERMIC TYPIC HAPLUSTALFS","Alfisols","Ustalfs","Haplustalfs","Typic Haplustalfs","fine-silty",NA,"mixed","superactive",NA,"thermic","temple, tx","TX","Texas","State or Territory",1967,1970,2017
16236,"PADUS","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID ALFIC HAPLORTHODS","Spodosols","Orthods","Haplorthods","Alfic Haplorthods","coarse-loamy",NA,"mixed","superactive",NA,"frigid","salina, ks","WI","Wisconsin","State or Territory",1962,1985,1999
16237,"PADWET","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID ALFIC HAPLORTHODS","Spodosols","Orthods","Haplorthods","Alfic Haplorthods","coarse-loamy",NA,"mixed","superactive",NA,"frigid","salina, ks","WI","Wisconsin","State or Territory",1991,1993,1999
16238,"PADWOOD","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, SUPERACTIVE, FRIGID ALFIC OXYAQUIC HAPLORTHODS","Spodosols","Orthods","Haplorthods","Alfic Oxyaquic Haplorthods","coarse-loamy",NA,"mixed","superactive",NA,"frigid","salina, ks","WI","Wisconsin","State or Territory",1991,1993,2000
16239,"PAESL","Established",FALSE,TRUE,"FINE-LOAMY OVER SANDY OR SANDY-SKELETAL, MIXED, SUPERACTIVE, FRIGID TORRIFLUVENTIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Torrifluventic Haploxerolls","fine-loamy over sandy or sandy-skeletal",NA,"mixed","superactive",NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",NA,1972,2002
16240,"PAGARI","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC CALCIARGIDIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Calciargidic Argixerolls","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","bozeman, mt","ID","Idaho","State or Territory",1981,1985,2002
16241,"PAGAYVAY","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, ACTIVE, MESIC USTIFLUVENTIC HAPLOCAMBIDS","Aridisols","Cambids","Haplocambids","Ustifluventic Haplocambids","loamy-skeletal",NA,"mixed","active",NA,"mesic","bozeman, mt","CO","Colorado","State or Territory",2004,2005,2005
16242,"PAGE","Inactive",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LA","Louisiana","State or Territory",NA,NA,1987
16243,"PAGEBROOK","Established",FALSE,FALSE,"FINE, SMECTITIC, MESIC OXYAQUIC HAPLUDERTS","Vertisols","Uderts","Hapluderts","Oxyaquic Hapluderts","fine",NA,"smectitic",NA,NA,"mesic","morgantown, wv","VA","Virginia","State or Territory",NA,1980,2005
16244,"PAGECREEK","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, FRIGID VITRANDIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Vitrandic Argixerolls","fine-loamy",NA,"mixed","superactive",NA,"frigid","davis, ca","NV","Nevada","State or Territory",2008,2010,2010
16245,"PAGELAND","Established",FALSE,FALSE,"FINE-SILTY, SILICEOUS, SEMIACTIVE, THERMIC ULTIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Ultic Hapludalfs","fine-silty",NA,"siliceous","semiactive",NA,"thermic","auburn, al","SC","South Carolina","State or Territory",1989,1989,1997
16246,"PAGEMILL","Tentative",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, THERMIC PACHIC ULTIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Pachic Ultic Haploxerolls","loamy-skeletal",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",2007,NA,2007
16247,"PAGESPRINGS","Inactive",FALSE,FALSE,"LOAMY-SKELETAL, CARBONATIC, THERMIC LITHIC USTIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Lithic Ustic Haplocalcids","loamy-skeletal",NA,"carbonatic",NA,NA,"thermic","davis, ca","AZ","Arizona","State or Territory",1995,1996,2012
16248,"PAGET","Inactive",FALSE,FALSE,"COARSE-LOAMY, MIXED AQUIC FRAGIBORALFS","Alfisols","Boralfs","Fragiboralfs","Aquic Fragiboralfs","coarse-loamy",NA,"mixed",NA,NA,NA,NA,"MN","Minnesota","State or Territory",NA,1970,1987
29803,"PAGGA","Established",FALSE,FALSE,"SANDY-SKELETAL, MIXED TYPIC HAPLOCRYEPTS","Inceptisols","Cryepts","Haplocryepts","Typic Haplocryepts","sandy-skeletal",NA,"mixed",NA,NA,NA,"wasilla, AK","AK","Alaska","State or Territory",2020,2021,2021
16249,"PAGINA","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC TYPIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Typic Haplocalcids","coarse-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","AZ","Arizona","State or Territory",NA,1985,2004
16250,"PAGODA","Established",FALSE,TRUE,"FINE, SMECTITIC, FRIGID VERTIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Vertic Argiustolls","fine",NA,"smectitic",NA,NA,"frigid","bozeman, mt","CO","Colorado","State or Territory",1945,1987,1999
16251,"PAGOSA","Established",FALSE,TRUE,"FINE, SMECTITIC USTOLLIC GLOSSOCRYALFS","Alfisols","Cryalfs","Glossocryalfs","Ustollic Glossocryalfs","fine",NA,"smectitic",NA,NA,NA,"bozeman, mt","CO","Colorado","State or Territory",1972,1974,1998
16252,"PAGUATE","Established",FALSE,TRUE,"FINE, MIXED, SUPERACTIVE, MESIC CALCIDIC HAPLUSTALFS","Alfisols","Ustalfs","Haplustalfs","Calcidic Haplustalfs","fine",NA,"mixed","superactive",NA,"mesic","davis, ca","NM","New Mexico","State or Territory",1983,1985,2007
16253,"PAHAKA","Established",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, HYPERTHERMIC TYPIC HAPLOCAMBIDS","Aridisols","Cambids","Haplocambids","Typic Haplocambids","coarse-loamy",NA,"mixed","superactive",NA,"hyperthermic","davis, ca","AZ","Arizona","State or Territory",1984,1991,1997
16254,"PAHALA","Inactive",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI","Hawaii","State or Territory",NA,NA,1987
16255,"PAHIPA","Established",FALSE,FALSE,"HYDROUS-SKELETAL, FERRIHYDRITIC, ISOMESIC THAPTIC HYDRUDANDS","Andisols","Udands","Hydrudands","Thaptic Hydrudands","hydrous-skeletal",NA,"ferrihydritic",NA,NA,"isomesic","davis, ca","HI","Hawaii","State or Territory",2000,2012,2012
16256,"PAHLOW","Established",FALSE,TRUE,"SANDY-SKELETAL, MIXED, FRIGID USTIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","sandy-skeletal",NA,"mixed",NA,NA,"frigid","bozeman, mt","WY","Wyoming","State or Territory",1986,1991,1999
16257,"PAHOKEE","Established",FALSE,TRUE,"EUIC, HYPERTHERMIC LITHIC HAPLOSAPRISTS","Histosols","Saprists","Haplosaprists","Lithic Haplosaprists",NA,NA,NA,NA,"euic","hyperthermic","auburn, al","FL","Florida","State or Territory",1975,1975,2016
16258,"PAHRANAGAT","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, CALCAREOUS, MESIC FLUVAQUENTIC ENDOAQUOLLS","Mollisols","Aquolls","Endoaquolls","Fluvaquentic Endoaquolls","fine-silty",NA,"mixed","superactive","calcareous","mesic","davis, ca","NV","Nevada","State or Territory",NA,1940,2008
16259,"PAHRANGE","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC ARIDIC ARGIXEROLLS","Mollisols","Xerolls","Argixerolls","Aridic Argixerolls","fine-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",NA,1980,2003
16260,"PAHREAH","Established",FALSE,TRUE,"LOAMY-SKELETAL, CARBONATIC USTIC CALCICRYOLLS","Mollisols","Cryolls","Calcicryolls","Ustic Calcicryolls","loamy-skeletal",NA,"carbonatic",NA,NA,NA,"davis, ca","UT","Utah","State or Territory",NA,1969,1999
16261,"PAHROC","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC, SHALLOW TYPIC HAPLODURIDS","Aridisols","Durids","Haplodurids","Typic Haplodurids","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","davis, ca","NV","Nevada","State or Territory",NA,1940,1997
16262,"PAHRUMP","Established",FALSE,TRUE,"LOAMY-SKELETAL, CARBONATIC, THERMIC PETRONODIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Petronodic Haplocalcids","loamy-skeletal",NA,"carbonatic",NA,NA,"thermic","davis, ca","NV","Nevada","State or Territory",1981,1996,1997
16263,"PAHSIMEROI","Established",FALSE,TRUE,"SANDY-SKELETAL, SILICEOUS, FRIGID XERIC HAPLOCAMBIDS","Aridisols","Cambids","Haplocambids","Xeric Haplocambids","sandy-skeletal",NA,"siliceous",NA,NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",1980,1999,1999
16264,"PAHUK","Established",FALSE,FALSE,"MIXED, MESIC TYPIC UDIPSAMMENTS","Entisols","Psamments","Udipsamments","Typic Udipsamments",NA,NA,"mixed",NA,NA,"mesic","salina, ks","NE","Nebraska","State or Territory",1992,1995,2009
16265,"PAIA","Established",FALSE,TRUE,"VERY-FINE, PARASESQUIC, ISOHYPERTHERMIC TORROXIC HAPLUSTOLLS","Mollisols","Ustolls","Haplustolls","Torroxic Haplustolls","very-fine",NA,"parasesquic",NA,NA,"isohyperthermic","davis, ca","HI","Hawaii","State or Territory",NA,1949,2001
16266,"PAICE","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, FRIGID PETROCALCIC PALEXEROLLS","Mollisols","Xerolls","Palexerolls","Petrocalcic Palexerolls","fine-loamy",NA,"mixed","superactive",NA,"frigid","davis, ca","UT","Utah","State or Territory",NA,1972,2003
16267,"PAIGE","Established",FALSE,FALSE,"MEDIAL, MIXED, FRIGID HUMIC VITRIXERANDS","Andisols","Xerands","Vitrixerands","Humic Vitrixerands","medial",NA,"mixed",NA,NA,"frigid","davis, ca","CA","California","State or Territory",2002,2007,2007
16268,"PAIGES","Established",FALSE,FALSE,"FINE, SMECTITIC, MESIC HUMIC DYSTRUSTEPTS","Inceptisols","Ustepts","Dystrustepts","Humic Dystrustepts","fine",NA,"smectitic",NA,NA,"mesic","salina, ks","WY","Wyoming","State or Territory",1986,1993,2002
16269,"PAILO","Established",FALSE,TRUE,"LOAMY-SKELETAL, SILICEOUS, SEMIACTIVE, THERMIC TYPIC PALEUDULTS","Ultisols","Udults","Paleudults","Typic Paleudults","loamy-skeletal",NA,"siliceous","semiactive",NA,"thermic","auburn, al","TN","Tennessee","State or Territory",NA,1987,2002
16270,"PAINESVILLE","Established",FALSE,FALSE,"COARSE-LOAMY, MIXED, ACTIVE, NONACID, MESIC AERIC EPIAQUEPTS","Inceptisols","Aquepts","Epiaquepts","Aeric Epiaquepts","coarse-loamy",NA,"mixed","active","nonacid","mesic","morgantown, wv","OH","Ohio","State or Territory",NA,1925,2025
16271,"PAINT","Established",FALSE,TRUE,"LOAMY-SKELETAL, CARBONATIC, FRIGID, SHALLOW XEREPTIC HAPLODURIDS","Aridisols","Durids","Haplodurids","Xereptic Haplodurids","loamy-skeletal",NA,"carbonatic",NA,NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",1981,1999,1999
16272,"PAINTBRUSH","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, ACTIVE, MESIC FRAGIAQUIC PALEUDALFS","Alfisols","Udalfs","Paleudalfs","Fragiaquic Paleudalfs","fine-loamy",NA,"mixed","active",NA,"mesic","salina, ks","MO","Missouri","State or Territory",1989,1991,2004
16273,"PAINTCREEK","Established",FALSE,FALSE,"FINE, MIXED, SUPERACTIVE, MESIC TYPIC HAPLUDALFS","Alfisols","Udalfs","Hapludalfs","Typic Hapludalfs","fine",NA,"mixed","superactive",NA,"mesic","salina, ks","IA","Iowa","State or Territory",1991,1992,2000
16274,"PAINTER","Established",FALSE,FALSE,"MIXED, MESIC XERIC TORRIPSAMMENTS","Entisols","Psamments","Torripsamments","Xeric Torripsamments",NA,NA,"mixed",NA,NA,"mesic","bozeman, mt","ID","Idaho","State or Territory",1999,2005,2005
16275,"PAINTROCKS","Established",FALSE,FALSE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, CALCAREOUS, THERMIC LITHIC TORRIORTHENTS","Entisols","Orthents","Torriorthents","Lithic Torriorthents","loamy-skeletal",NA,"mixed","superactive","calcareous","thermic","davis, ca","CA","California","State or Territory",1999,2000,2000
16276,"PAISANO","Established",FALSE,FALSE,"LOAMY-SKELETAL, CARBONATIC, THERMIC, SHALLOW CALCIC PETROCALCIDS","Aridisols","Calcids","Petrocalcids","Calcic Petrocalcids","loamy-skeletal",NA,"carbonatic",NA,NA,"thermic","davis, ca","TX","Texas","State or Territory",1991,1994,2007
16277,"PAISLEY","Established",FALSE,TRUE,"FINE, SMECTITIC, HYPERTHERMIC TYPIC ALBAQUALFS","Alfisols","Aqualfs","Albaqualfs","Typic Albaqualfs","fine",NA,"smectitic",NA,NA,"hyperthermic","auburn, al","FL","Florida","State or Territory",NA,1974,1999
16278,"PAISO","Inactive",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NM","New Mexico","State or Territory",NA,NA,1987
16279,"PAIT","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, SUPERACTIVE, MESIC ARIDIC HAPLOXEROLLS","Mollisols","Xerolls","Haploxerolls","Aridic Haploxerolls","loamy-skeletal",NA,"mixed","superactive",NA,"mesic","davis, ca","OR","Oregon","State or Territory",1969,1991,2004
16280,"PAIUTE","Inactive",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NV","Nevada","State or Territory",NA,NA,1987
16281,"PAJARA","Established",FALSE,FALSE,"CLAYEY-SKELETAL, MIXED, SUPERACTIVE, MESIC CALCIDIC PALEUSTOLLS","Mollisols","Ustolls","Paleustolls","Calcidic Paleustolls","clayey-skeletal",NA,"mixed","superactive",NA,"mesic","davis, ca","NM","New Mexico","State or Territory",1980,1981,2006
16282,"PAJARITO","Established",TRUE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, THERMIC TYPIC HAPLOCAMBIDS","Aridisols","Cambids","Haplocambids","Typic Haplocambids","coarse-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","NM","New Mexico","State or Territory",NA,1941,1997
16283,"PAJARO","Inactive",FALSE,TRUE,"COARSE-LOAMY, MIXED, SUPERACTIVE, MESIC TYPIC ENDOAQUOLLS","Mollisols","Aquolls","Endoaquolls","Typic Endoaquolls","coarse-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","CA","California","State or Territory",NA,NA,2001
16284,"PAJO","Established",FALSE,FALSE,"SANDY-SKELETAL, ISOTIC, FRIGID VITRANDIC HUMIXEREPTS","Inceptisols","Xerepts","Humixerepts","Vitrandic Humixerepts","sandy-skeletal",NA,"isotic",NA,NA,"frigid","bozeman, mt","ID","Idaho","State or Territory",2001,2005,2011
16285,"PAJUELA","Established",FALSE,TRUE,"SANDY-SKELETAL, MIXED, THERMIC XERIC TORRIORTHENTS","Entisols","Orthents","Torriorthents","Xeric Torriorthents","sandy-skeletal",NA,"mixed",NA,NA,"thermic","davis, ca","CA","California","State or Territory",NA,1977,1992
16286,"PAKA","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, MESIC TYPIC ARGIUSTOLLS","Mollisols","Ustolls","Argiustolls","Typic Argiustolls","fine-silty",NA,"mixed","superactive",NA,"mesic","salina, ks","NE","Nebraska","State or Territory",NA,1970,1998
16287,"PAKALA","Established",FALSE,TRUE,"FINE-LOAMY, PARASESQUIC, NONACID, ISOHYPERTHERMIC ARIDIC USTIFLUVENTS","Entisols","Fluvents","Ustifluvents","Aridic Ustifluvents","fine-loamy",NA,"parasesquic",NA,"nonacid","isohyperthermic","davis, ca","HI","Hawaii","State or Territory",1967,1971,2020
16288,"PAKINI","Established",FALSE,TRUE,"MEDIAL, AMORPHIC, ISOHYPERTHERMIC TYPIC HAPLOTORRANDS","Andisols","Torrands","Haplotorrands","Typic Haplotorrands","medial",NA,"amorphic",NA,NA,"isohyperthermic","davis, ca","HI","Hawaii","State or Territory",NA,1949,2012
16289,"PALABRIA","Tentative",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC USTIC CALCIARGIDS","Aridisols","Argids","Calciargids","Ustic Calciargids","fine-loamy",NA,"mixed","superactive",NA,"mesic","davis, ca","NM","New Mexico","State or Territory",2003,NA,2006
16290,"PALACID","Established",FALSE,FALSE,"FINE-LOAMY, MIXED, SUPERACTIVE, MESIC USTIC HAPLARGIDS","Aridisols","Argids","Haplargids","Ustic Haplargids","fine-loamy",NA,"mixed","superactive",NA,"mesic","bozeman, mt","NM","New Mexico","State or Territory",1989,1989,2003
16291,"PALACIOS","Established",FALSE,TRUE,"FINE, SMECTITIC, HYPERTHERMIC AQUIC NATRUDALFS","Alfisols","Udalfs","Natrudalfs","Aquic Natrudalfs","fine",NA,"smectitic",NA,NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",NA,1986,2015
16292,"PALAFOX","Established",FALSE,TRUE,"FINE-SILTY, MIXED, SUPERACTIVE, HYPERTHERMIC USTIC HAPLOCALCIDS","Aridisols","Calcids","Haplocalcids","Ustic Haplocalcids","fine-silty",NA,"mixed","superactive",NA,"hyperthermic","temple, tx","TX","Texas","State or Territory",1980,1982,2001
16293,"PALAPALAI","Established",FALSE,TRUE,"HYDROUS, FERRIHYDRITIC, ISOTHERMIC EUTRIC HYDRUDANDS","Andisols","Udands","Hydrudands","Eutric Hydrudands","hydrous",NA,"ferrihydritic",NA,NA,"isothermic","davis, ca","HI","Hawaii","State or Territory",NA,1971,2012
16294,"PALATINE","Established",FALSE,TRUE,"LOAMY-SKELETAL, MIXED, ACTIVE, MESIC TYPIC HAPLUDOLLS","Mollisols","Udolls","Hapludolls","Typic Hapludolls","loamy-skeletal",NA,"mixed","active",NA,"mesic","morgantown, wv","NY","New York","State or Territory",NA,1908,2003
29607,"PALATKA","Tentative",FALSE,FALSE,"THERMIC SULFIC PSAMMOWASSENTS","Entisols","Wassents","Psammowassents","Sulfic Psammowassents",NA,NA,NA,NA,NA,"thermic","auburn, al","FL","Florida","State or Territory",2019,NA,2019
16295,"PALAU","Established",FALSE,FALSE,"VERY-FINE, HALLOYSITIC, ISOHYPERTHERMIC TYPIC HAPLOPEROX","Oxisols","Perox","Haploperox","Typic Haploperox","very-fine",NA,"halloysitic",NA,NA,"isohyperthermic","davis, ca","PW","Palau","State or Territory",NA,1981,2007
16296,"PALAWAI","Inactive",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HI","Hawaii","State or Territory",NA,NA,1987
16297,"PALAZZO","Established",FALSE,TRUE,"FINE-LOAMY, MIXED, SUPERACTIVE, THERMIC FLUVAQUENTIC ENDOAQUOLLS","Mollisols","Aquolls","Endoaquolls","Fluvaquentic Endoaquolls","fine-loamy",NA,"mixed","superactive",NA,"thermic","davis, ca","CA","California","State or Territory",1980,1984,1998
16298,"PALBOONE","Established",FALSE,TRUE,"COARSE-LOAMY, MICACEOUS USTIC GLOSSOCRYALFS","Alfisols","Cryalfs","Glossocryalfs","Ustic Glossocryalfs","coarse-loamy",NA,"micaceous",NA,NA,NA,"bozeman, mt","CO","Colorado","State or Territory",1984,1995,2010
